Gene,FC Fat tissue vs TLS,P-value Fat tissue vs TLS,FC in situ vs TLS,P-value in situ vs TLS,FC Lactiferous duct vs TLS,P-value Lactiferous duct vs TLS,FC Necrosis vs TLS,P-value Necrosis vs TLS,FC Tumor vs TLS,P-value Tumor vs TLS,FC Stroma vs TLS,P-value Stroma vs TLS,FC Lymphocyte vs TLS,P-value Lymphocyte vs TLS,FC Vessels vs TLS,P-value Vessels vs TLS
MMP16,0.9671657996297199,0.9998941181836837,0.9998374668643756,0.9958171358287236,0.9999320516965589,0.9599700884881199,0.9998796080772676,0.9941911518308071,0.9827523532662685,0.9998654887424591,0.9705164323342549,0.9999989869844816,0.9999876498761012,0.6211710979980545,0.9864840122911023,0.9999671037992157
MMP17,1.0000770198017654,0.20862576415840012,0.9999533198777807,0.7552658954351575,0.9999625240664485,0.6072317169652995,0.9998824427476506,0.5382540233186724,0.9976511692897356,0.13985907913058537,0.9786672941508832,0.9994725157081558,1.0000404512259549,0.13715800452804394,0.9993212472412852,0.8953553619550296
MMP19,0.9095310572303632,0.9405080902852864,1.0275373421543892,2.800618261264868E-4,1.026433093974871,0.04560490376063672,0.9640260220503658,0.7658900884868733,1.0261398363123548,1.111267113499352E-4,0.9314460051438713,0.9419450174697389,0.8570208239950176,0.9997035270243492,0.8585911316708059,0.9943669337761188
MMP2,0.5800532809847613,0.9925251230777247,1.005256945293714,0.08386507665646696,1.004189251788129,0.5633012134332318,1.0057082228796963,3.2952123135432E-5,0.9464830166118655,0.17309923088071655,0.3044344368256938,0.9999999999999964,0.311444434518202,0.9999999999898697,0.4966641602684499,0.9999812415256845
MMP23B,1,0.8649848418276654,1,0.9174002581966216,1,0.884442132589467,1,0.9066547167371006,1,0.8833542672702669,1,0.8903015242896308,1,0.7970803078231201,1,0.9220900258536794
MMP24,0.9997514554701634,0.967362463387587,0.9997714026022199,0.9999106018290671,0.9998619176931838,0.9999574740597783,0.9999906324331319,0.9245870124497131,0.9897987751374469,0.9999992384899258,0.9937038325102618,0.999339050324166,1.0000021152944092,0.38659328262826786,0.9999318818121967,0.9993359799686117
MMP24OS,0.7273038909116342,0.9999997731880708,0.7074317653530356,0.9999856164993848,0.7402207031569865,0.9999972209774409,0.7513889165188719,0.9999222711562886,0.6038306105031469,0.9999999999952695,0.5998251967293553,0.9999999999999815,0.8138001757438436,0.9999478285256221,0.8522586687591771,0.9920572167118564
MMP25,1.1266704929211502,2.245532410983565E-6,1.0568774011936957,0.03945615109994132,1.1260625865790022,0.009739538662734496,1.1188287572735898,5.429471541402764E-4,1.1020671641006763,2.92019223190881E-4,1.1018943479755212,6.481991114310605E-5,0.8722484111201002,0.9865483353744646,1.1268449433681278,6.404883151355E-5
MMP25-AS1,0.987869301535432,0.42784800705167614,0.983759707948292,0.5584786998444051,0.8982579419465447,0.9771380446798176,0.9599953465343756,0.46012346712767993,0.9344600542067653,0.9730008774863492,0.9570791991047183,0.9268604148328923,0.9065805691895881,0.9428877184256138,0.9784771367536167,0.5597454606066223
MMP28,1,0.8797083761785902,1,0.60790543712521,1,0.6796915541983719,1,0.772528555731872,1,0.6914862707372947,1,0.9593739190260366,1,0.8442246316689657,1,0.9413356190262513
MMP3,0.95316244711534,0.9998385983821284,0.9141087470394653,0.9999740621097809,0.9012198902834972,0.9999993946593734,0.9999381079092176,0.9900276407852859,1.0000243882216446,0.017833524792008917,0.8735798105318069,0.9999999999876849,0.9378593523540812,0.999927243580794,0.9998498318137607,0.9948888940580484
MMP7,0.8250701147642449,0.9999999986271203,0.8882393762800556,0.9999998080740545,0.5916358814172271,0.9999999999999395,0.7013297041555541,0.99999999999896,0.6551610789914994,0.9999999999363458,0.8920122703204231,0.9999999991692333,0.9612925419565826,0.9998824555008401,0.9995286495751763,0.992462906206107
MMP9,3.860302732388358,1.9205916874130474E-9,3.8725968121771994,2.6059990596915E-13,3.8706066529223704,2.0384680989103112E-9,1.032732862149175,0.5024454847676362,3.872920578540786,1.9205256798391907E-9,2.097711145158748,0.0029955760200358465,0.47714016298438905,0.9993642047527515,2.085803335764229,0.13316584999124245
MMRN1,1,0.24453956651901318,1,0.46595350166452354,1,0.4074652381060275,1,0.16096108670733855,1,0.07849310159767985,1,0.12455458451926607,1,0.11313733519588585,1,0.45326149520152575
MMRN2,0.9812597695964904,0.2291269490049286,1.107634735843102,0.015513106810228036,1.071473992541779,0.17897080739060126,1.1137832945491641,1.1438079603255267E-6,1.1077346090054008,1.0978920638076267E-5,0.9877789711691523,0.43427146728715466,0.8504325827928916,0.9969668738466875,0.3142171135817648,1
MMS19,1.1062032888630846,0.007996524261530677,1.267478325162709,0.0031808153383257767,0.7824531620553963,0.9992370889782938,0.9533010785952619,0.6902385840804603,0.7722791700036375,0.9999999833458958,0.8230308313362452,0.9999993256902271,0.8592678899910929,0.9984244359379887,0.9510008278313502,0.7407818221975824
MMS22L,0.7814916361961167,0.9999999999658448,1.0294458805205053,0.3917362850219469,1.0653715462936086,0.0012941017149796115,0.7832983090104316,0.9999999993300164,1.0171169643283746,0.16689944783330332,0.9534670345323755,0.9979532448366262,1.065717203429071,2.3281052016238563E-11,1.0318003288940647,0.40381587003107616
MMUT,0.9037292288888744,0.9999967526082602,0.9403648756723116,0.9939980356715079,1.001120455740798,0.8223081960078628,0.951962786576407,0.9943898195259429,0.9130840225911097,0.9999999601488632,0.9773882386298702,0.9603884552337139,1.013661688825509,0.11677665025085657,1.0251375293457246,0.5580746018442163
MN1,1,0.8978626573078914,1,0.8169363423385967,1,0.6773484691304341,1,0.7576714088883975,1,0.7096253644282877,1,0.8520318680744354,1,0.6221458780396957,1,0.8874227165132628
MNAT1,0.9102454342306368,0.9999808322855793,0.9431532527148341,0.9760970688535572,0.9981306812278989,0.907619125518553,0.9326149002660358,0.9865482618234521,0.9356793895833863,0.9999934492011909,0.9592465134539084,0.986263903410567,1.0001717139842268,0.09038718959357897,0.9994903849608814,0.4021767479615668
MND1,0.9815401648987298,0.9355170647597042,0.9993507204456845,0.9770191264144672,1.000049981202486,0.18874363623381105,1.0000146380016774,0.6039534552385001,0.9450009278859692,0.9999999987880149,0.9933277376877155,0.7407616501396215,0.9999968712471647,0.30044970915135116,1.0000194748589064,0.5961841299689239
MNDA,0.9306599285042952,0.9999664753933177,1.000034777948241,0.21607160439251494,0.9998940614981734,0.3684924134255947,0.9998912960522475,0.6727384393939849,1.0001449835415908,0.02250740037155126,0.9804740168024456,0.9722281121199524,0.8649395646105726,0.9999999998467697,0.991136179343952,0.9876605410790787
MNS1,1,0.7408579014353933,1,0.6083186409524742,1,0.307362893574869,1,0.7552313122607356,1,0.6783096530678128,1,0.551509130520437,1,0.2783339858656404,1,0.6608154923472822
MNT,0.9611518239297033,0.9749754303775816,1.022623812168568,0.3294834834162183,1.0041637889843646,0.540030087083304,0.9609373220589025,0.912896237332732,1.0158791699658523,0.3664635563303372,1.0585738191696468,0.07034402402724046,1.1418943142271463,2.9278403783372525E-7,1.0827347136371832,0.05041329626784197
MNX1,0.9999986884354719,0.9698394309647579,0.9999824895092404,0.9924315323212335,0.9999990448941626,0.8510456303635536,0.9999942351431721,0.9872099912773231,0.9866756171546919,0.9997159982574753,0.999999674232281,0.8891458488555618,1.0000000014971147,0.465398037091797,0.999998961928104,0.8326859328388996
MNX1-AS1,0.9999980589458131,0.9844895414192684,0.9999559202357055,0.9999121577668985,0.9999797394580365,0.9994026897707949,0.9999957349567257,0.9932697166562823,0.9489355147998295,0.9999999241144045,0.974771034274798,0.9999995091666517,1.0000000465514847,0.9227320842553848,0.9999866117702897,0.9984446869113828
MNX1-AS2,1,0.8477387560381824,1,0.9398807580018357,1,0.8870968168004669,1,0.9125383887577929,1,0.9669600498416401,1,0.880338121217454,1,0.7523881065818968,1,0.8731661767911028
MOAP1,0.9809939711141877,0.4391009039591092,0.9523176807731393,0.9090818713354063,1.0181443047740895,0.39465441833477205,0.9837820216493626,0.23662372107359522,0.9238792222420781,0.9994165204970734,1.004458193231426,0.03656716069052211,0.9498051025044388,0.8824194880020333,1.0266565912404306,0.05174590277963621
MOB1A,1.1107283252130646,0.04874635228259708,0.952791177942192,0.6018514132135888,1.4993936034588058,2.496364501451802E-10,1.372875745555549,3.399415885611677E-8,0.9742209336425657,0.912896237332732,1.409850414246864,1.8165259236626136E-11,0.9215308844398341,0.9344799968325074,1.3169401014217543,1.4860084951074472E-6
MOB1B,0.9117645386891666,0.9998496132369283,1.0011127271990183,0.556286946629553,0.9893577961918898,0.540030087083304,0.9690534556418975,0.8879647407650121,0.9459882904151211,0.9988738086840133,0.9828673675054626,0.2760526388473459,0.9924424406191559,0.08328222529484113,1.001924368397176,0.18186116369035574
MOB2,0.9713760785084786,0.6164923989732742,0.9001862968762808,0.9784892739333824,0.8406790743679448,0.9994765149454771,1.0387488202368858,0.288481491148394,0.8898021099248953,0.999923537782303,0.8512512882257244,0.9999935704165654,0.8879894801222021,0.9988427339124649,0.7240623584515893,0.9999995540653417
MOB3A,1.6809588514334188,9.79138797684771E-10,1.8003186829029523,4.036901609981221E-8,1.7415015360314456,6.358691246065203E-9,1.6623152909538068,6.0320056013797166E-9,1.9283214032403884,3.4284490864840147E-15,1.6002654442450202,1.6654104189887887E-8,1.1885367681613017,0.03722660078711497,1.551531387200305,1.900926281634103E-6
MOB3B,0.9513126860810895,0.9465385454857892,1.0075413990580224,0.7020005346950985,0.9842610259752759,0.7591486520730624,0.9524482057990997,0.8371561324437911,0.9081715393835583,0.9995570843723245,0.9853926797085185,0.18814371530963747,0.9581524456117112,0.9474217294654155,1.0081178494783583,0.237765358231721
MOB3C,0.9904219320237072,0.38506886521825984,1.019039532820857,0.5672271613104932,0.8868130259885737,0.988471706770309,1.0268586717389283,0.06979490261152557,0.9731763915397871,0.9141843699315187,0.9949542651444381,0.41824887838260427,0.8380055874016771,0.9999996945575362,1.0125125468118825,0.609247454778285
MOB4,0.9437411074457894,0.9198049488641834,1.0002719334203487,0.8635503854140585,0.9992182094473876,0.7093807742206335,0.9658027053785676,0.9302050973884745,0.8837539857067557,0.9999999984636933,0.972598454268945,0.7557465111159276,0.9412512546590194,0.9855302234652767,1.00107830551002,0.27877820236689765
MOCOS,0.925232710734319,0.9999998618606929,0.7728714281045387,0.9999999999183964,0.9995953997080196,0.9692898528598194,0.9351100230977245,0.9999615439994044,0.8577544619365938,0.9999999999989447,0.9319204685835509,0.9999999967036781,0.9966000562345573,0.9544708910945058,0.9846331944279263,0.9988431786452546
MOCS1,0.912114101018024,0.999756627762571,0.9799944534647721,0.9914452366031008,0.991850914461582,0.9955477485754874,0.9999786940011818,0.4007801307716229,0.9789512585934945,0.963104323807748,0.9357427691971167,0.9999998169825345,0.9442396221886776,0.9998373048859478,0.7739137721246155,0.9999999999995658
MOCS2,0.9312878111011045,0.9966508763372519,0.9095363566112797,0.9770191264144672,1.0906675096592322,0.05310050927570299,1.043378067503506,0.3112041313864715,0.9627885261560325,0.9167177747051589,1.0422163677035812,0.03221414492121058,1.049896773952526,0.02478648412709502,1.117580398455859,0.005237513605848505
MOCS3,0.9763854355762862,0.8856115345290089,0.971859359629573,0.9667288180592268,0.9694149704737399,0.9634344128086938,0.9796489463326892,0.9442791273983079,0.8674398660966623,0.9999999951417404,0.9122269442246104,0.9999989658416556,0.961394164369642,0.9257186799516761,0.9688679949290989,0.9689293848699511
MOG,1,0.9553279117402047,1,0.9055236953062672,1,0.9005180109932063,1,0.9632242400385495,1,0.9745510498123259,1,0.9570079041401784,1,0.9007386966500477,1,0.9284000748034745
MOGAT2,1.0000038415585264,0.6009072635279709,0.998660575386186,0.997279324042267,0.9999361440056833,0.9808740154815814,0.9999705303792014,0.8950669821071318,0.9850794978222566,0.999765043594432,0.9956657408369689,0.8820698159564012,1.0000081188358323,0.07703316943953868,1.000005151374978,0.2455087324395505
MOGS,1.2433958417342543,0.0022397615200855053,0.5551857837774465,0.9999999257632772,0.8216388946763443,0.9505108362640131,1.2237133198231027,0.021021044587672854,0.6169944632675712,0.9999999999948488,0.6959854943550869,0.9999999996559115,0.7542856760511278,0.9999842431362328,0.9098228852098345,0.8791669682927445
MOK,0.9213377430869285,0.9943240153350009,0.8838302509746591,0.9999055238885887,0.8015516761813721,0.9999992536094842,0.9079352652243065,0.9998496132369283,0.8482481721454789,0.999999999998667,0.8810610175372758,0.9999999951415819,0.979074192012145,0.826896352227686,0.930923539992223,0.9991789771864892
MON1A,0.9629967914895822,0.37263297199438117,0.9506215336993149,0.9614808479205212,0.8971260882931041,0.9510103494595333,0.9866258265364848,0.3496789207811609,0.9184674485418297,0.998155254259712,0.8508346770211909,0.9999986571879721,0.8840118304830243,0.9924403206720164,0.8258943988239926,0.9996812127508715
MON1B,0.967943341565108,0.7794483908828278,0.9673303665574657,0.4568974324102797,1.08344081557206,0.020091388969444963,0.8505490737473835,0.990347831353219,1.122352980432742,0.0010810105730321502,0.968126086466537,0.8527320851542923,1.1791117394259023,8.617224561257176E-7,1.052837302849178,0.16139269961681788
MON2,0.897726826596638,0.9983169554816056,1.108603923216361,0.026175872605557777,1.060544904277073,0.2113850419779465,1.0608946496531992,0.05257827053458449,1.0509953762856707,0.2291269490049286,1.0595066879507584,0.16486358089362355,1.1183788993429342,2.0236000762603935E-4,1.131599773146531,0.0012761788982785282
MORC2,1.0035443079758675,0.274688904307364,0.9150347563397824,0.9282397276443196,1.0405960757953838,0.12412022076780516,1.0517679666496855,0.1037033646711863,0.8218902142951395,0.999999999394863,0.9588903879061069,0.9855302234652767,1.0372503672591122,0.03961154476628612,1.1353307419356489,0.009016134395847924
MORC2-AS1,1,0.7380917993561481,1,0.6638406075114519,1,0.6156722258998476,1,0.8105050783662751,1,0.5991071128203123,1,0.8012038360471625,1,0.47025355060213225,1,0.6906345562616497
MORC3,0.8473625848280396,0.9996004234323722,1.0520834159996464,0.065169206653209,0.9677837063809245,0.2839360232818805,0.9870576998249936,0.5785564998915148,1.0070722345158947,0.4520214109622003,1.0092774442818413,0.14915837729990858,1.058160994517857,3.343170480534787E-4,1.0544565237145238,0.01021445791229822
MORC4,0.8441354997239353,0.9999999841036953,0.9343202023809778,0.9842691956909017,1.0237504167813811,0.1615922339025181,0.9921744538298348,0.7427410423548544,0.8995915259801398,0.9999999939679944,0.9506111221585857,0.9970415547413193,0.9895368162167847,0.355750519711428,1.0217854571146265,0.4805805928518136
MORF4L1,1.1583350946869708,0.02250843431582867,1.0288328271170077,0.5975610944566534,1.2414467860196245,0.007360022955918119,1.370263624023638,3.393512779869999E-4,0.7746969398369801,0.9999750387992317,1.0177214531369365,0.5544460418660615,0.9408723888265568,0.9662830616935464,1.081610850308739,0.2497111741078989
MORF4L1P1,0.7541030153972579,0.9999999999740161,1.0094155822974393,0.07563663793922677,1.0094367658255334,0.006244294062596156,0.9075200869779424,0.9987615806783519,0.9877404691945847,0.24811732522768346,0.9547330004657708,0.9866885251249015,1.0093378432980897,0.0015548337954392527,1.0093392959847474,0.2403925918408195
MORF4L2,0.8806093510056583,0.9984244359379887,0.7483517499940898,0.9997021543522263,0.8264085719867617,0.9768709311613984,1.0763348741738028,0.4910339213031456,0.5276990681775754,1,0.902625164670144,0.9944549453273247,0.9379890532576964,0.9791844934551515,1.100266879046951,0.1260164155592036
MORF4L2-AS1,1,0.7398490897686301,1,0.7542239269908382,1,0.8256754589504045,1,0.763112713752756,1,0.8553593603000298,1,0.45761823833019727,1,0.5752896392237085,1,0.7204747414907896
MORN1,0.9853528009279771,0.9013593653435061,0.9797752149367503,0.9983562359888875,0.9446970489371941,0.9997337990287827,0.9627967870628382,0.9795908566299651,0.955589604974319,0.9999595246369033,0.9652060971531122,0.9986573514820795,0.9989093429987687,0.14077588484500372,0.9997400774495597,0.7462374252592827
MORN2,0.9438307444911668,0.999848424858656,0.9106251938774876,0.99999569613956,0.9971144877425074,0.9905129457964051,0.951393462222841,0.9998098088890888,0.8445979223553598,1,0.9507523847634101,0.9999999193092536,0.9867112246039048,0.9718342744756049,0.9989678401876458,0.9683314551527366
MORN3,0.9781196520900045,0.9233952374813859,0.9826721625047774,0.8659639580377326,1.0159906825790856,0.031396680064418585,0.9043257886375919,0.999307662061197,0.9845774329493249,0.9617660498391506,0.9740959835432348,0.9686608159072615,1.0161771516501883,3.101560474149371E-4,1.0150186706650488,0.5042231999183605
MORN4,0.9852759351621795,0.9928561971141115,0.9869007739340857,0.9998231071694698,0.9992134631291473,0.9996922357714372,0.9972466206871796,0.9954640086229202,0.9543498579059696,0.9999999999856466,0.9789726186801543,0.999981001783456,0.9943281837623452,0.89703554696312,0.9998971797985292,0.9899567928270645
MOSMO,0.9167896803766636,0.9972210593294796,1.0163536400396884,0.39814858678641113,1.0392525360967313,0.07577197263964003,0.9515516519933168,0.9711680378228068,0.9930327648415614,0.6039513990437168,0.981406942149728,0.7045019559908727,1.0365856445784603,0.007996524261530677,1.038283763223252,0.189794514841444
MOSPD1,0.9410138600924908,0.9916381736210981,0.9557917918309516,0.9821892537857588,0.9994963855436347,0.7234938009869771,0.9649298984728604,0.9706257603518613,0.8873165527336632,0.9999999976604187,0.953553852281094,0.9971682914984781,0.9741111122612178,0.8787538801294744,1.000036224203933,0.8507287133359505
MOSPD2,0.9215084431749402,0.999781405746623,0.999415605941831,0.8308738654074096,0.9999886773027646,0.6871680173731209,0.9674684804791517,0.958246638417043,0.9656627245887033,0.9943240153350009,0.977142972120271,0.9680796794634132,0.9888455659676876,0.6593564120928765,1.0004508458599433,0.4603666002082273
MOSPD3,0.9450383067838077,0.861039805435023,0.8927750890135013,0.999596375218099,0.9466129727564233,0.8788671578761352,0.9686712273353121,0.5785564998915148,0.7998455726939798,0.9999999999977534,0.9115248025545662,0.9998373048859478,0.9601519693972191,0.8962966353288138,0.9808231012425579,0.6492217045547426
MOV10,0.8028710385674868,0.9973239852782743,0.693225028847491,0.9997141231634247,0.6359477999596139,0.9999997980926467,0.9128405193649259,0.8564646421592219,0.5894913769745098,0.9999999999999429,0.5221716435139157,1,0.5567713389598781,0.9999999999999948,0.8226584115441133,0.9333379627702985
MOV10L1,0.9999934993513602,0.8304885647253191,0.9999979409566898,0.8678861468912407,0.9999952439434779,0.8693903404227314,1.0000047991766623,0.5746506136151707,1.0000071470698941,0.42367546203160905,0.9921633632506437,0.9999501635794653,1.0000048649739641,0.4608243741425892,0.9999730394402919,0.9804217157408078
MOXD1,0.9753126719548453,0.6712625503372671,0.9997792304539103,0.47454817040422304,1.0002862244307773,0.09238055287277604,1.0002033617375892,0.1453933469699955,0.9807331761297272,0.9370487130402227,0.9770148819685138,0.8460450739521905,0.9547597319628053,0.9575123477583586,1.0001311001466793,0.31539559812516427
MPC1,0.9091289829563992,0.9964820355893872,1.0642002769974812,0.20328606782967515,1.0652149672670044,0.11531066421394748,1.005580667392291,0.536630876863249,0.9474886258684941,0.9975818380930336,1.0093716088861677,0.5236260069699721,1.001051526835618,0.48451572263634796,1.0555597286829541,0.18186116369035574
MPC2,0.8468101076361146,0.999945135189122,0.7961265793749458,0.9998033935271452,1.0435043408606968,0.0268472814293499,0.926549935653994,0.7994909873345679,0.7720559929829375,0.9999999969363372,0.96513156175237,0.6959800211495097,0.9888715568670092,0.18052556937822462,1.0379799051269059,0.05449502115268926
MPDU1,0.7865622722363643,0.999826785986974,0.8030475086497374,0.9984424439815837,0.7106451134572012,0.9999885039266038,0.7088992254817059,0.9999991726560787,0.7686328733335082,0.9999899783815642,0.6295450478111551,0.9999999999940647,0.7699801237396494,0.9999988092774137,0.7718447944651399,0.9996762207247114
MPDZ,0.7916351708559465,0.9999999999999974,0.9222650298260194,0.999997310161589,0.9959227129068497,0.9985974198022753,0.9325051410915753,0.9999007372837124,0.9104531455721288,0.9999999997544291,0.9325130573314295,0.9999999885467047,1.0000672944696398,0.0037855754658086284,0.9665862453832258,0.9999143949030755
MPEG1,1.8244883964310894,6.0786454961215446E-6,2.6836333751789665,1.6181786749308793E-10,2.0195709060782243,2.9151686464018163E-4,2.6666329462927107,9.768212881484664E-11,2.6841785327522416,5.445508242076379E-16,2.4458503850195807,4.202185856867157E-9,0.7063511757217005,0.9896957619320514,2.1369514242464955,9.59995474759117E-7
MPG,1.3299409210918622,5.305507506210565E-5,1.021307608788827,0.4833945022146905,0.7987432950933995,0.9997188671700319,1.0794544356603841,0.13805721020333886,0.7837887103602834,0.9999995634400107,0.8244635466494914,0.9999574039829328,0.8333013373260292,0.9996120629386529,0.9353907160234888,0.9013701127800569
MPHOSPH10,0.8517674397261095,0.9999998761173076,1.0274769488813402,0.8431736734995745,1.0976007888816732,0.20297491693227876,0.9381335644587596,0.9941903479210463,0.96399964317437,0.9911610003057877,1.0046554050027015,0.802910823012764,1.1260873176317117,1.9962445024689428E-6,1.0543645190734094,0.4252681527811369
MPHOSPH6,0.8911105280677958,0.9999991025283282,0.9240237417434705,0.9847019997441429,1.0421349579455064,0.1627958134242838,0.9378272626610837,0.998360724410933,0.9132292654060535,0.999998735425655,0.9764335655019841,0.9650397033164085,1.0422712702081653,0.0036495696064493557,1.0434221120534957,0.004247606663019163
MPHOSPH8,0.8583009348530929,0.9834629506781107,1.3595336437556664,1.5102791878624656E-5,1.222414718952517,0.002317042683576958,1.0625349179535675,0.15395515922187897,1.4572773292129468,3.660332140920667E-12,1.1471377111711585,0.01885208594503721,1.4592231057537333,1.0579675293899386E-10,1.1804729042745765,0.0014067015528756522
MPHOSPH9,0.9115021442169398,0.9999988092774137,1.0779063958972426,0.222635193602019,1.083868682744567,0.006244294062596156,1.0444551956886314,0.308321455077659,1.0528805467886138,0.0392634173630001,1.0338394756709435,0.20980094139510122,1.077628764955709,2.0551389375239105E-4,1.0839215117809409,5.685713299379313E-4
MPI,1.0845498660110118,0.02502456962241835,1.034066944046056,0.5737671910061676,0.9400754424042402,0.8557637691607534,0.9893490675596391,0.5992198692283771,0.9433374979856006,0.9671915078385287,0.9349309923094237,0.9904529293521339,0.9341798747083889,0.9409901316038279,0.9688644405274004,0.7407818221975824
MPIG6B,1,0.40518767086789576,1,0.5904282924574156,1,0.5596355606846205,1,0.47441765082002624,1,0.5322429612624584,1,0.27517983093421117,1,0.31864526027185097,1,0.5444182557607532
MPLKIP,0.8466499779230927,0.9999999996376725,0.9484738299944601,0.9641835265110049,1.0049049305899598,0.028724758884716067,0.903823349772535,0.9984451662045607,0.9059040721653125,0.9999602082197798,0.9465368205400387,0.9647230520850215,0.9944405878336352,0.03591730860891159,1.0005715710768337,0.5295359173413735
MPND,0.9218524334906018,0.3228489240957376,0.7416456945793002,0.998470250786533,0.9942291682946872,0.1751511486067087,0.7978298501300777,0.973254596072227,0.8511598998081983,0.9944549453273247,0.5673364011544082,0.9999999999676582,0.7695864189810118,0.9951282201949639,0.8868985296210635,0.646077217939325
MPO,1,0.4288430288875527,1,0.770670780710712,1,0.6188560881178825,1,0.33513765685535685,1,0.4876143149824751,1,0.47186954383390906,1,0.3206230648583052,1,0.5103903273788989
MPP1,0.9048296330489087,0.999974598671889,0.9997617881400566,0.7393009894805427,1.000051546336072,0.28894154094066804,0.974434026471465,0.963104323807748,0.9609460780602105,0.9370468883215524,0.930742225309653,0.9998127448337586,0.7170621365347822,0.9999999999999997,0.9851118524872873,0.9946983275816116
MPP2,0.9999986235814505,0.31264808609014394,0.9998481439163794,0.9731426874726219,0.998452511934135,0.9926399770440819,0.9999527561944154,0.816234428843363,0.9825669877903374,0.998990623005382,0.9828780893111781,0.9962608316793331,1.0000056773859949,0.3243115959451261,0.9944793305052944,0.9940888835881163
MPP3,0.9772201714869766,0.9999893166961564,0.9868585713829567,0.9999884690814169,0.9952076865364636,0.9999599976104855,0.9690059876611736,0.9999975481687043,0.9366511488457391,0.9999999999999999,0.9656724146951762,0.9999999558808977,0.9996051080442386,0.964881805766602,0.9998117474647301,0.9992024515670607
MPP5,0.8856930751871788,0.9999992217635028,0.9429067153327066,0.9879854094370037,1.014515435581177,0.3339601402688662,0.9553548910682654,0.9614253678068392,0.956799003735538,0.9971504713403859,0.9665847615189315,0.9865482618234521,1.01508302012778,0.0012053410813210748,0.9722066812544741,0.8447460800619346
MPP6,0.8331868094688978,0.9999999986436704,1.0324381426076208,0.08911492000124102,1.0328754408294476,0.011827405651315744,0.9419068540091906,0.9953543577743099,0.9654660311155979,0.9589707635515916,0.9717359299073713,0.9528834799475954,1.0329527991416163,1.1660823683900973E-4,1.019442367946889,0.4788934621115704
MPP7,0.9667383151095285,0.9961683826619333,0.9910410677202051,0.9628525475333032,0.9732425149466395,0.9918021340738655,1.0000991237834127,0.295496255131376,0.9798256884149952,0.9988427791359553,0.9954825893665197,0.47800144731382344,1.000120509494692,0.0040695769593153104,1.000112712594074,0.010682770215202543
MPPE1,1.1235913908634585,0.019813162575362437,1.0251054228407057,0.6844574007133635,1.118155177235998,0.1894103816662,1.1459376909007317,0.020010287543792277,1.0060839901513086,0.7971914252197152,1.1152945046396023,0.06346012255291117,1.0193521008778983,0.5073360867512162,1.189677179151339,0.005701510489773888
MPPED2,0.990906195732733,0.9878126577459998,0.9999922338177574,0.9409845583037271,0.9999909635703188,0.9713154159083659,0.9999889737899489,0.9303119618069366,0.9971268378569488,0.9493131653989473,0.9972028686997334,0.9986874481534168,1.000002927371501,0.007982956864378114,0.9999935334679841,0.9407759624921722
MPRIP,1.1240263103501031,0.004590592000534028,0.9126921274547632,0.9053944935675318,1.0598104585753472,0.28559991218596764,1.5073730647790673,5.4798583098183895E-9,0.9192083656516984,0.973254596072227,1.0660751188618147,0.09307941941067875,0.924513770614967,0.846044840778121,0.6378108638549862,0.9999999998030656
MPST,0.6605281799025142,0.9999966251690852,0.5308165715239457,0.9999999712711027,0.6400688219106817,0.9999994848029008,0.6607389928577451,0.9999905144519842,0.5325393394288216,0.9999999999916751,0.4991134807267501,0.9999999999999994,0.8315011120545858,0.8498903401647812,0.8897770913375623,0.905712243764586
MPV17,0.9532749420578936,0.9640826913910884,0.8401889713239076,0.9991371803622853,1.1209114186524618,0.185452387486305,1.00041753837538,0.8247957396486866,0.8794497370605205,0.9999940342155235,1.047764709650239,0.16689944783330332,0.9114719685595407,0.9997333295572124,1.0294538023552198,0.8748580816532184
MPV17L,0.9698909999705393,0.9996329221405165,0.9931332387889097,0.9999302085607594,0.9996558523306647,0.998882965309316,0.9683231298239636,0.9999597569248265,0.9502269481904103,0.9999999883537877,0.987907845780003,0.9998699919307193,0.9999898987606419,0.47799699694566533,0.9999480007521724,0.9903540559985616
MPV17L2,0.980588175578464,0.4617459766813275,0.8245919896374306,0.9833720059279621,0.9693977505810655,0.8634166061166293,0.9921119534166986,0.44716953220190725,0.7862350113124116,0.9999996605610265,0.8095433092306268,0.9999947700457646,0.799380297251752,0.9999870720357097,0.8441722284551868,0.9893165489584244
MPZ,0.9999590149567741,0.5681688912042532,0.9999355090757301,0.9495627297883023,0.9999948238267097,0.5604099661587549,0.9999672299282006,0.6586482281046218,0.9897504866129435,0.9519430275764789,0.9981182808666673,0.472288468667961,0.9913819064986567,0.8615971963394865,0.99968000500573,0.9685213045159559
MPZL1,0.6749571553869644,0.9999981549949287,0.29671971239012906,0.9999999999999979,0.8456100570157882,0.913172928374856,0.8331179001946795,0.9640826913910884,0.361522392240143,1,0.6094867952021177,0.9999999999271898,0.7344058545302848,0.9999918136773317,0.800657994752876,0.9923297158157519
MPZL2,0.9603750681737995,0.999941339597801,0.8375701468121313,0.9999999999056601,0.9734805793082533,0.9999538644408167,0.977595640582588,0.9998632317217916,0.8311640508747085,1,0.9705542972023758,0.9996344035250294,0.9999704883607866,0.536630876863249,0.9988937751333671,0.9914865705156366
