Gene,FC Fat tissue vs TLS,P-value Fat tissue vs TLS,FC in situ vs TLS,P-value in situ vs TLS,FC Lactiferous duct vs TLS,P-value Lactiferous duct vs TLS,FC Necrosis vs TLS,P-value Necrosis vs TLS,FC Tumor vs TLS,P-value Tumor vs TLS,FC Stroma vs TLS,P-value Stroma vs TLS,FC Lymphocyte vs TLS,P-value Lymphocyte vs TLS,FC Vessels vs TLS,P-value Vessels vs TLS
C6orf47-AS1,1,0.798901074288205,1,0.7610250626802949,1,0.8197768995982764,1,0.8561653745150704,1,0.6857160958612725,1,0.7976425148648069,1,0.5650258003272774,1,0.848683950444185
C6orf52,0.9996896130229779,0.7830788968179316,0.9592544871442883,0.9999659977763333,0.9998703880643716,0.958467834888193,0.9997818511614189,0.9400292159514878,0.9393187827000041,0.9999996607285689,0.9763007398110363,0.9959297784087697,0.9995330192481937,0.546362157471711,0.9999010117771999,0.8833728062084514
C6orf58,1,0.5230790412519519,1,0.7555235534157676,1,0.6620421393485505,1,0.47922665989415203,1,0.5689292020168816,1,0.3857718623617455,1,0.4219913201210804,1,0.609606582574817
C6orf62,0.7915251881686162,0.999756627762571,1.1068509696644901,0.22429367534014094,1.1312766088765625,0.10250605638900982,1.0095140048629572,0.2278905681195449,0.8323465583266149,0.9993269573179765,0.930325525245979,0.8887413979179316,0.9949883536266264,0.6829961280138592,1.4349913304271542,3.231599434165127E-5
C6orf89,0.9445311964814004,0.7782347184837282,0.6105738174834826,0.9999998904014459,0.9839897097710525,0.6534618412433566,1.0821181454744953,0.015875587600672172,0.9345602736763585,0.9487247489485561,0.9083337576042381,0.993173907030669,1.3433640064226198,1.110240241935025E-9,1.0860942302855177,0.10387858733215775
C6orf99,1,0.4731105700054383,1,0.7650600634418709,1,0.47224739023446727,1,0.5089691850161248,1,0.7524041416388645,1,0.3472709432871539,1,0.36002577708459793,1,0.6720997491883288
C7,1.4796599987578194,8.464114860045124E-8,1.6526784436863244,9.87731207058111E-14,1.6509475919707668,5.248775363403853E-9,1.652694884412443,3.2686333626305E-17,1.65270225897751,6.955210300261389E-19,1.65270238388472,1.3056769678832263E-18,1.6527007200685941,1.5443605040495225E-13,1.4977876650016675,4.9010195864368276E-5
C7orf26,1.0632117054529358,0.10592977779593701,0.7780910937552935,0.9999381875349213,0.9672972690968563,0.7560838939586532,1.1711241622316404,0.0013791519049174234,0.8276903373539927,0.9999779232579623,0.8880115126681388,0.9956238315500391,0.8004331526725138,0.9999997632901546,1.1550081032982034,0.14536951701063602
C7orf31,1,0.7474291559258013,1,0.7746313382336676,1,0.4264658380762573,1,0.4508906653908127,1,0.5330830618312398,1,0.4597859614218565,1,0.4278889392827322,1,0.5380045561730855
C7orf50,1.0602346265922649,0.07313958516710767,0.7727356745476464,0.972446029390786,0.9053106703270464,0.8184538575207082,0.6969531099205898,0.9999908565366014,0.6758225500237813,0.9999999812948751,0.5141635604390912,0.9999999999999932,0.9320742996051579,0.8017748194888167,0.7565341833748284,0.9982240444669811
C7orf61,1,0.5661140665870106,1,0.7161707918113998,1,0.5327209709499605,1,0.6634601392453492,1,0.7987059874007383,1,0.5390612749023035,1,0.5661140665870106,1,0.576011379859282
C8G,1.0000119398447598,0.1549184683838547,0.9991892447799937,0.9801477631713971,0.9999108854963614,0.867662727954517,0.999751411532857,0.8741652148507295,0.9583905687595909,0.999999205787677,0.9814967059735015,0.9993642323271705,0.994944070784828,0.6623565576796266,0.9999536358794472,0.5830129643991716
C8orf31,1,0.9394003310987362,1,0.908851200895931,1,0.8702752717696771,1,0.9494830073766708,1,0.78237785032175,1,0.9548600211748631,1,0.8694958080305422,1,0.9751000255574657
C8orf33,0.7970129562968353,0.9998852465256829,1.0631699677456257,0.26613730875211516,0.8509889049398623,0.9959756410724366,0.6896202341348191,0.9999999769692958,0.562259523275139,1,0.6265308591294576,0.9999999999999993,0.8632132702953884,0.9920925793122218,0.8290086731181993,0.9894355219900813
C8orf34,1,0.7014448625666031,1,0.8491355150033526,1,0.6281413679011789,1,0.8142155638492744,1,0.6352862206263713,1,0.7460989810915555,1,0.7588573325915784,1,0.8505863190097944
C8orf37,1,0.5437779868528431,1,0.7543896307925249,1,0.5348969709283421,1,0.5036238779745728,1,0.8969261872306434,1,0.4206600905240276,1,0.3071201494593462,1,0.48872168776282976
C8orf37-AS1,1,0.3779743504586265,1,0.501618855482415,1,0.6506972974355951,1,0.44838067305432366,1,0.559451000735924,1,0.28867090783899696,1,0.39762172578654187,1,0.5279424433924363
C8orf44,0.888503216599874,0.9999099486290628,0.9859045773663101,0.9161349233435331,1.0045858364165339,0.6836866694623356,0.9129332995825038,0.9985451356147307,0.9630063364785717,0.8824194880020333,0.9624271850749566,0.787836840028851,1.0060411756669143,0.002849528659614035,1.005533379864089,0.6043622809572862
C8orf48,1,0.4149506473836577,1,0.8329354396348102,1,0.5709858990292791,1,0.5746830768017479,1,0.5828727606052786,1,0.3453072882800041,1,0.3997911090173154,1,0.5640556078898132
C8orf58,1.022242066605541,0.028034170006282236,1.0459607038196757,0.46571437022154444,0.9379703488195296,0.9116122160677674,0.9376418787712805,0.6683012159941014,0.9731560656164558,0.7770172396795738,0.9566910936891306,0.8902831322812278,0.9815465919955734,0.29268182904236556,0.9446296384949509,0.9105979183755111
C8orf76,0.9028654927729877,0.9999941450748924,0.8957778118074889,0.9995714164890753,0.9781457753155774,0.8623406766679471,0.9498197268579696,0.9482932940893646,0.8709800540075414,0.9999999983031607,0.9347845880140916,0.9996120629386529,0.9568256055913715,0.9312934354369639,0.9974446728489059,0.8147645590559157
C8orf82,0.7750266567377649,0.9999999868139824,0.6617196910028006,0.9999999941523605,0.9503710427574813,0.9906370280271948,0.8120148028874429,0.9999981182493214,0.6071707596996309,1,0.629477737320972,1,0.9719970669683036,0.9405080902852864,1.0524631505768314,0.468779672361042
C8orf88,1,0.48947073392022394,1,0.580780240229037,1,0.7191017434555371,1,0.5352933638668039,1,0.40597319433418194,1,0.282190146324228,1,0.23481751173476081,1,0.5914968855895106
C9orf116,0.9856492587860906,0.9578813117688916,0.9169339565876001,0.9999617973654723,0.9992964566530719,0.9910007960844984,0.9918649887631323,0.9899175038192725,0.944420752693012,0.9999999993301137,0.9644941546263726,0.9999873046524307,0.9951051149519587,0.8527330160760935,0.9998407157406354,0.9085278543469827
C9orf139,1,0.5772297578112828,1,0.31997606847024573,1,0.5821590730922792,1,0.48970109385201804,1,0.24197003787599894,1,0.41498697129667333,1,0.6730321059695705,1,0.5533471453240865
C9orf147,1,0.6106831703280895,1,0.9584379719254933,1,0.8963593629407555,1,0.760258018673573,1,0.897336326070725,1,0.5991117666878929,1,0.5886898780090156,1,0.8135855254172882
C9orf152,1.0000012495261643,0.5156338213775463,0.9998882082315695,0.9932487824557905,0.9999655902511683,0.9962496487333191,1.0000001584308058,0.5910743881354585,0.991386964742527,0.9999650801928259,1.0000016473059854,0.47121849293614654,1.0000021635802638,0.13991907311368273,0.9999985505257805,0.7838766941638424
C9orf16,1.147838096770766,0.05170670591063545,1.0481014196381944,0.4218839172070431,1.603498560200831,7.907977830201356E-6,1.0817660416437163,0.12083510734072499,1.0767871304499996,0.21693351263295665,0.714826941752594,0.9999993117065755,1.032044343316768,0.2652315623688555,0.8992235157115911,0.8650040051302874
C9orf163,1,0.692560343801211,1,0.8782930332632767,1,0.8037082298199045,1,0.749608520434345,1,0.8964262426884525,1,0.6413475873118903,1,0.6340136892660295,1,0.7166507252144227
C9orf24,1,0.5786412989714711,1,0.6305404148769107,1,0.6305945947063973,1,0.5100073890551318,1,0.7256861590066299,1,0.5337730617827394,1,0.28731879587531217,1,0.465412933541291
C9orf40,0.9810502999459552,0.8724669555646026,0.9440986761381993,0.9959851087197488,1.0001134961157916,0.09734691761754195,0.9969813887073068,0.8351366522186432,0.9440073365029037,0.9999996945575362,0.9934530128826775,0.21934086874990802,0.9936178863814099,0.4552598562758557,1.0000404825731641,0.3229588820203335
C9orf43,1,0.44122307542530814,1,0.674411438645613,1,0.4142520346290637,1,0.45980441807264827,1,0.5473959126112825,1,0.3930538552509829,1,0.37034304812585156,1,0.4183325464866632
C9orf47,1,0.5622409178012633,1,0.765308007327894,1,0.5777369133840538,1,0.48149764920009025,1,0.40622956112612957,1,0.7127609790646151,1,0.3893953099894454,1,0.6505419837853039
C9orf50,1,0.5086712079170356,1,0.759624912405807,1,0.6633151497793653,1,0.7059926659081053,1,0.7010409692803945,1,0.8207633962789841,1,0.5864606374600756,1,0.7229845073244057
C9orf64,0.9845621943540552,0.49266388496346586,1.0112290535424262,0.7320372439914755,1.0165886464912937,6.437397927695408E-4,1.0166096598524126,0.01087639219117775,0.9841397597175437,0.9349999501053748,1.002373595475221,0.0737079823831726,1.0003955521884933,0.1371570793034286,1.016439416719358,0.07000939256056048
C9orf72,0.9928228793762807,0.6023759824362726,1.034001275929853,0.006097043149264086,1.0339730214916156,2.2159688549982937E-4,1.0158015789876473,0.047924289758827614,1.0052713564211166,0.22298254108981874,1.0237059316821049,0.0011572208640447197,1.0137736378742048,0.06924832575271188,1.0341354442649449,1.3214229271564835E-4
C9orf78,1.1334075518188074,0.04751982479523287,1.4408182509841194,3.880214010770985E-6,1.5084116671828909,9.299794945270391E-7,1.2706190496041048,0.014320399387435652,1.7591402391920434,1.3058079884332187E-13,1.448901203157051,1.2661525024522184E-7,2.3752552960610385,1.173012660823781E-18,1.7513865815188232,1.4351187348819154E-9
C9orf85,1.0187359989646132,0.6411997864425604,1.065495042795046,0.2753270273346311,1.0457031034640303,0.48337901993799487,1.0058591679706368,0.6086676634552878,0.991578613929831,0.9600378217673573,1.030084642439506,0.07660555481968619,1.048321866784678,0.04031532990455936,1.0726368477151746,0.15224309350429266
CA11,1.0184257584378102,0.21693351263295665,1.0261866650590221,0.5997077578490058,0.905929522447733,0.9986417706962389,0.9670509091087256,0.7045019559908727,0.991865284782915,0.7253110956926361,0.9488897622771446,0.9905570255491576,0.9487561981719042,0.9465385454857892,0.955098074124512,0.9756465586944799
CA12,0.8288312418601423,0.9999999999997815,0.9996798783585359,0.9867158401954567,0.7923553855921824,0.9999999938213548,0.667079713149414,0.9999999999999967,0.9932179646389903,0.7633837438595523,0.8635790236719655,0.9999999999999954,1.000018503168613,0.5673358889475303,0.949896088313181,0.9999986598837505
CA13,0.9978654477831543,0.9198218799714534,0.9653832066093408,0.9999965936008277,0.9998454310135675,0.944744147501559,0.9735005479041553,0.996526468954121,0.9549671801712775,0.9999999986103734,0.9820097664070013,0.9991454097147652,1.0000244772756022,0.11999654055731473,0.9999304910542941,0.6739967285881001
CA2,0.9929655497701471,0.9350016157487488,0.9986223928298938,0.9980708910564979,0.9999763971420818,0.7226730245518931,0.9884846751949725,0.9908633813940568,0.933258794832018,0.9999999953704833,0.9844806999110768,0.925143517634083,0.9713936676434514,0.9940543039638587,0.9993187961981483,0.9809034350462194
CA3,0.9882679348770653,0.9948634149925366,0.9990737789038999,0.9998288086373754,0.9999425758681462,0.9512671763460652,0.9998535351823051,0.9913611214550279,0.9791030780488197,0.9999999664724549,0.9973539905860775,0.8686533769774131,1.0000023223850294,0.17406745257141087,0.9999966719362144,0.7745046403829943
CA3-AS1,1,0.5917215845993493,1,0.8676853466344605,1,0.7065430835763734,1,0.5917215845993493,1,0.8176652059501461,1,0.4703114009814441,1,0.3552938792389324,1,0.6637256443764017
CA5B,1.0014389829990464,0.18594711871146424,1.0503781340885248,0.05649026560817249,1.0075679897843464,0.16522041603829568,1.0233764379875343,0.07543641871813593,1.0013835623663654,0.355750519711428,1.0120811428609922,0.17415182537247906,1.019715014732722,0.0343339922332145,1.0526005375006737,0.0029770812080537625
CA5BP1,0.9788446376093667,0.8555421932537208,0.9999113325058787,0.656334792236982,1.000412020926201,0.2408500640413918,0.9901125715543287,0.8017770958391662,0.9613585652304458,0.9990182200794694,0.9799445572287101,0.8300295173121847,0.9932169992835276,0.220547205055423,1.0004140727828477,0.24836605240024937
CA6,1,0.7365121593487464,0.9999999993552772,0.9473061144423718,1,0.6923084261394461,1,0.8341890128036131,1,0.9791491843650121,1,0.6667831776336265,1,0.6576785504109356,1,0.7682242823377814
CA8,0.9847255094850313,0.9851099309966438,0.9992218542953815,0.9983879235405169,0.9998019558889283,0.968271602186656,0.9841146998668105,0.9979080141419441,0.9374393484876498,0.9999982694153327,0.9875143011043648,0.9757234915139278,1.0000199578235809,0.0618826126927665,1.000001412771177,0.706856422292796
CA9,0.9999875617641194,0.841065559277687,0.9999848521684584,0.8109188454578514,0.9999955517867078,0.7105904564904869,0.581129957147733,0.9999999984240945,0.9176115152695289,0.9999999659762574,0.987771690160722,0.9997861132981678,1.0000101269561743,0.020539898513888263,0.9999954012108708,0.7860973453255499
CAAP1,0.9630910034379587,0.8226801955764346,1.0112416493274348,0.556286946629553,1.0183521971631575,0.09157175973746227,1.0030527322096539,0.17310388023555837,0.9650486713314038,0.9826030730332286,0.9949764171581098,0.15885292219356092,1.0057937419591647,0.014320399387435652,1.0185351729881096,0.03447803722436713
CAB39,1.0272691667214064,0.361858935617564,1.1515347965992841,0.06307979858988438,1.2024254496605595,7.12993598877387E-4,1.2088300621892651,0.0010810105730321502,1.011950927734128,0.8902831322812278,1.2184246170993183,7.398703095435118E-5,0.9618950187228831,0.8258479422820326,1.3201100815104272,4.0785145555730055E-6
CAB39L,0.8976018929661395,0.9999948678073757,0.8535366596048907,0.9999997577921468,0.7801122764876337,0.9999999944932715,0.9395586471091569,0.9990578576109979,0.8703176461866124,0.9999999999702032,0.949785640320142,0.9997123439671135,0.9840046064659367,0.8017748194888167,0.996577755224878,0.9401661559954392
CABIN1,1.7513761369125969,4.4837828625799303E-13,1.5191606495353658,3.324948087538739E-7,1.1729757917367727,0.02106400215770703,1.6185551276505483,9.078533264160057E-10,1.408668525684061,2.8664598537625874E-7,1.3671729849823802,4.3655998928493426E-7,1.3811034907515471,1.214867297701914E-6,1.2350378059966207,7.746933167817072E-4
CABLES1,0.8412461588906786,0.9999981549949287,0.8854620980452984,0.9999777793811412,0.8688529695235904,0.9999623827636505,0.8367202284227623,0.9999966894752718,0.7171038907737104,0.9999999999999971,0.7647178027509496,0.9999999999996771,0.9992467840686869,0.19035625379417484,0.9077851137617944,0.9971732579946572
CABLES2,0.9549254189774474,0.698832835170174,0.8158847668106923,0.9999749682669721,0.9948573129311703,0.6766751636849334,0.93114444967928,0.9836304896143446,0.8021383342816971,0.9999999995661026,0.9370842484939359,0.9747354306540077,0.9563110288306836,0.557674452718752,1.0015195802108119,0.6724675976784281
CABP1,1,0.6481256813618627,1,0.7542652963776316,1,0.7981205353023825,1,0.7120956456283405,1,0.5247713884460351,1,0.7540298668479855,1,0.6596638186330273,1,0.8955688039540883
CABP4,1,0.7871479950948442,1,0.7336209800468514,1,0.7921936167110286,1,0.6155994668590256,1,0.4809002827321306,1,0.8170736044686999,1,0.45050422361011067,1,0.7312706403636712
CABP7,1,0.815189813186043,1,0.9545326168990409,1,0.8590244275449258,1,0.8009697308030101,1,0.8617461912749471,1,0.808949460094956,1,0.6460646783663577,1,0.8462592942398282
CABYR,0.9841517465504572,0.9841247416551543,0.9621441460202759,0.9999507664849862,0.9978810701481912,0.9939263325878511,0.9509129572620489,0.9981065941975471,0.8520372381577381,0.9999999999710121,0.9206447770177869,0.9999999923415092,0.9997339707658234,0.6180522156305431,0.9563309813881152,0.9987238344108607
CACFD1,0.9751387001277535,0.9268604148328923,0.8656940327677392,0.9999949768483346,0.8414263194938807,0.9999935304527445,0.899775332364809,0.9998038125842951,0.8757140891091996,0.9999999933619406,0.8647444130774237,0.9999999995878501,1.0692403796960044,0.022508020736900006,1.0382265811293703,0.644501214127944
CACHD1,0.9542882860109403,0.9988269495362269,0.9997014592548028,0.8976911951801845,0.9803299807337487,0.9956427673221886,1.0002341678459243,0.24941192818631733,0.9821277786837662,0.9989766873244206,0.9931352001104735,0.5681399270458002,1.0002934902774856,0.12924648646566883,1.0000930247934465,0.7543067436504958
CACNA1A,1.0317782422833661,0.5592872366592477,1.1170460960470878,1.5904006172536543E-4,1.1164807682539837,0.004452251424512605,0.9930821896469827,0.8895141929688994,1.0975342999434954,5.486481087801916E-5,1.0503845327074441,0.12753327347256468,1.117035306350796,8.443650421497561E-7,1.0742817883770277,0.15224309350429266
CACNA1B,1,0.6002656678206717,1,0.8550846181729188,1,0.6188560881178825,1,0.7386204435853243,1,0.8016902403704649,1,0.7245170242647011,1,0.5337114648063765,1,0.7527105754948421
CACNA1C,0.9396491623867697,0.9976874264672818,0.9989778364282044,0.8718689968293877,0.9572542600005224,0.998882030399728,0.9700728256330006,0.9873042567287919,0.9845410691317665,0.9832097458752926,0.9398406863186791,0.9999999395743816,0.9850577593643082,0.9135429255047467,0.9336933271235616,0.9998297547688958
CACNA1C-AS2,1,0.35299885155540667,1,0.3928798597101303,1,0.5501232548500993,1,0.45392070515883853,1,0.4500188380234549,1,0.37921098406319736,1,0.4078241988947312,1,0.35496692011124364
CACNA1D,0.9467236594811974,0.999832122506685,0.945990448233113,0.9999777793811412,0.9633735706126068,0.9997784031145002,0.9159810412188866,0.9999996745758112,0.9706695013261077,0.9999745990960621,0.964862748873659,0.9999995899677449,1.0000191264084817,1.2630461372509208E-4,0.9987178902586127,0.9869667461224028
CACNA1E,1,0.5177900950510511,1,0.6191903711864489,1,0.531340742753492,1,0.540754959067908,1,0.3318364877935472,1,0.4233479443441027,1,0.496830312377508,1,0.6701564067020529
CACNA1F,1,0.3745679117985721,1,0.5128668497917106,1,0.5845892147684048,1,0.5179795949898283,1,0.5123040443002795,1,0.42991349440963383,1,0.363996957437185,1,0.4140193958312765
CACNA1G,1,0.5210771593728496,1,0.7535175485438369,1,0.7451034111456698,1,0.5694106986346821,1,0.5659916425779123,1,0.49096349814922485,1,0.4055078438501747,1,0.6709971983651507
CACNA1H,0.9999596665300716,0.9006474351302665,0.9999541892889405,0.8798286398673435,0.9999885942723098,0.7800041653976069,0.9999370859351334,0.7937126903747879,0.9956924207637738,0.8663976207609462,0.9703654902767093,0.9999997133611805,0.999583055422305,0.9006472187174717,0.7486630751263762,1
CACNA1I,1.1646581933423943,4.5272724696936237E-8,1.164639801533477,1.6572282936750171E-4,1.1646337437582486,4.24730343849535E-5,1.1646764505422016,1.6096852447229287E-6,1.162815135132627,1.437952634168199E-6,1.161097432029039,2.9882147996579146E-7,1.1639965226087077,1.9115737211941822E-7,1.1646061763921502,7.208792309604426E-6
CACNA2D1,1,0.8854857899846763,1,0.7142982264896807,1,0.5688673597192594,1,0.5297464493978677,1,0.35817038034843285,1,0.6817766145112933,1,0.36977325682666007,1,0.8001762624758162
CACNA2D2,1,0.7305319272432383,1,0.8822934775786793,1,0.8966550482193185,1,0.6912456583014809,1,0.7978789257904869,1,0.7010392204307265,1,0.7398072594901892,1,0.7158680043765836
CACNA2D3,1,0.6370127419070131,1,0.5650273699763625,1,0.6917722369820388,1,0.4808159514557327,1,0.47716552053349437,1,0.5119328593223537,1,0.4953657677855742,1,0.6235305615549072
CACNA2D4,0.994385807187759,0.296910717950824,0.9991454800357782,0.46130352374546585,1.00021327158958,0.14987630248175401,0.9666261422532358,0.9552460081149756,0.9894743070308548,0.12668216179178968,0.9637426860337559,0.9634328393094779,0.9207398601747977,0.9993173360439129,0.9344975562785599,0.9829697720780376
CACNB1,0.977929265631803,0.6859017371872193,1.0104186113250555,0.4067410080335739,1.0076012717897112,0.7226727346211519,0.9530856248319745,0.9433545287079136,0.9769470007478087,0.9041695381586141,0.9801934770086872,0.7059115309224058,0.9976857242510974,0.17415112833316462,0.9949334981249998,0.6935786546283671
CACNB2,1,0.6629469797791332,1,0.6556746519257031,1,0.6226745893928078,1,0.6142502208601764,1,0.6672580358385046,1,0.616592854370799,1,0.3928773392044004,1,0.8528417369549434
CACNB3,0.9224754255684129,0.9995094216528195,0.7490585228759894,0.9999999968686444,0.9255209950881254,0.9989701103529468,0.8715605482327126,0.9999708032228172,0.7382198143018569,0.9999999999999999,0.7633629276358347,0.9999999999999982,0.9995055839075565,0.5881240094673262,0.9465057034608632,0.9978843887781107
CACNB4,1,0.8760733943897488,1,0.6519990229291771,1,0.7091022958497345,1,0.7845314571522978,1,0.2866477346288669,1,0.6820542757083465,1,0.3021147630872367,1,0.7826474276019197
CACNG1,1,0.5798034589792911,1,0.7266648136328572,1,0.40123936825780737,1,0.6835315308135964,1,0.6594849023957773,1,0.5683573190157488,1,0.3908212364514548,1,0.7016129896216758
CACNG4,0.9997989244378687,0.9953847952704122,0.9732159680294206,0.9999993260913012,0.9568773611224847,0.9999998316211702,0.9679878780628216,0.9999532675831027,0.9331370986957515,0.9999999833741485,0.9467505807484281,0.9999999957578162,0.9999892349589564,0.7157127660611626,0.9999493536873225,0.9827030834010819
CACNG8,1,0.624429939436935,1,0.7060457773316373,1,0.5624757538667391,1,0.5987447684453813,1,0.39874874600250254,1,0.6674778907673229,1,0.4047745341382332,1,0.8187790529206789
CACTIN,1.095832772088154,9.685305320314192E-4,0.975967887717607,0.8561320826491239,0.9625012811465257,0.7956374389099798,1.119189349270664,2.5868283319633554E-4,0.9768970338561367,0.8933204627784799,1.0700904722090112,0.0027442417653912175,1.0173903183381305,0.18814371530963747,1.092385141230928,0.014837425134500969
CACUL1,0.7730307372438456,0.9999999987416174,0.8083271524669151,0.9978563993990047,0.921196332666761,0.8697513115767153,0.8515744166085479,0.9996944590511396,0.8396360149456322,0.9999999592361787,0.9178951807220941,0.9991209649133991,0.9868928618667964,0.274688904307364,0.9812901822381962,0.40874327034634494
CACYBP,0.9083290041127716,0.9988890576619168,0.8495001250151746,0.999339805129208,1.168266156417642,0.0011740778767237014,0.8868137139342601,0.9940538949684112,0.7325607382990287,0.9999999999921303,0.9993830353699261,0.666816891396221,1.0576009990635502,0.14632873207868097,1.083906196971897,0.36024154692393046
CACYBPP2,1,0.8616764951995322,1,0.8766603806609434,1,0.7079514285508279,1,0.8050544416689317,1,0.9175732350485868,1,0.6596638186330273,1,0.5239673539095234,1,0.6693980822018043
CAD,0.807422830230206,0.9999797868485385,0.7722846453184268,0.9979301873734944,0.8896169421563795,0.9539233984721004,0.9657371889124351,0.7440575942702449,0.6240596236925636,0.9999999999998694,0.6880835294704644,0.9999999999923486,0.8333861400983914,0.9985058737442857,0.9904400942561066,0.5463512880684196
CADM1,0.9146218719331721,0.9998923922386344,0.8765943634435932,0.9996043904186761,0.9496375432787719,0.9927392459077363,0.8474923212786551,0.9999997779861085,0.8640846732753281,0.9999996067829277,0.8584758795529154,0.9999999985014558,0.9349872709349812,0.9876354539251251,0.9911023855476413,0.9661633746687156
CADM2,1,0.8797758908623533,1,0.9015302338539013,1,0.7077066380151259,1,0.8798253477969169,1,0.7700662436213815,1,0.7290904278653165,1,0.4286547613826991,1,0.8263255504545906
CADM3,1.1243122936940342,5.047027265584212E-6,1.1505240660321874,1.0783620880270653E-8,1.1505169903840502,4.656107883978536E-8,1.1505125760612647,4.989407743631619E-9,1.1505289616608283,1.1293682029908814E-14,1.1505280895213563,4.9825706313595654E-11,1.135866265511761,1.373210225283136E-6,1.1352471740573347,7.495759384371306E-4
CADM3-AS1,1,0.207756776996849,1,0.1220380501517272,1,0.23431469728059395,1,0.09993208729931131,1,0.05110558594115998,1,0.04632087013056071,1,0.1078760942225286,1,0.3020357541165731
CADM4,0.7955902582989844,0.9999997731880708,0.4131639607685008,1,0.7845491103735542,0.9996809402824629,0.8436143427627609,0.9999847977866905,0.5599067914026302,1,0.6625640468801559,1,1.00123199015398,6.922639317399932E-4,1.0000969403257052,0.5961841299689239
CADPS,1,0.9383110461321943,1,0.610242022247712,1,0.5021838387036174,1,0.7967317547654972,1,0.1623278866305883,1,0.8806593214287115,1,0.4031261369096131,1,0.892568133016545
CADPS2,0.9482607085289438,0.988149911612495,0.9025282653611812,0.9992301613657286,0.8873313424129932,0.9999324333594309,0.9925582235784031,0.729384729642796,0.941823282228491,0.9984656617152325,0.9420717156656515,0.999767551468013,0.9573624476717111,0.8619427897966612,0.9246224024072814,0.9969450392813202
CAGE1,1,0.9216732430186927,1,0.9884033575608286,1,0.9181303092535853,1,0.9054384706690121,1,0.9137631547420343,1,0.8707493171445013,1,0.7633860711985527,1,0.917167526712645
CAHM,1,0.8225146785003967,1,0.8793069766740408,1,0.6938944669159568,1,0.7548354202397335,1,0.9000269018953512,1,0.7954506813599448,1,0.567345250960601,1,0.804402700429298
CALB2,0.723565006438646,0.9999999991998714,0.9996623477430894,0.9523628965237535,0.9987184863842429,0.9372581893625291,0.8506836176144117,0.9999986571879721,0.8581941527808162,0.9999999165835509,0.9126533310884277,0.9999999253316512,1.0000542354914117,0.2926802017814628,0.9997513295370107,0.8447463335481799
CALCB,1,0.31254985849415395,1,0.3374097675435056,1,0.1448575427590584,1,0.22374123130002616,1,0.43448528627744,1,0.12389936321251813,1,0.17750955302734625,1,0.3228199141829798
CALCOCO1,0.9836941656586973,0.6427257729626157,1.0315763250933603,0.3539334171471003,0.8367848527947332,0.9998959793502509,1.1521927477855016,0.0018689651057046813,1.0598641083639793,0.09722820537053807,1.0246328779832312,0.3803907640425328,0.9897462612699904,0.32873806790623594,1.0424233282288449,0.3414067301294063
CALCOCO2,0.9599261909401864,0.7374398464783317,1.049309954113321,0.11045846012404073,1.0154147144856813,0.2675573740601882,1.058769609925026,0.007731829602352184,1.0126576702145478,0.38350760102672576,1.0448781202232564,0.025996167520627715,0.9278436982633792,0.8816117168241234,1.0948231927426801,0.11998393682580412
CALCRL,0.9251302307351688,0.9983169554816056,1.0000700388703432,0.5210299586746173,1.0001737532515227,0.18154614247929177,1.0002154164688084,4.0551708917727476E-4,1.0000354352304062,0.02317211511225942,0.9850147370279062,0.7757968378657838,0.9739876727641792,0.9540769500499109,0.835230875439805,0.999999988752325
CALD1,0.45196519764268583,0.9999999999999999,1.0691902713068553,0.5518983371615808,1.0674967958184087,0.5322384272589578,0.7657447584846547,0.999044747215867,0.8099237898500282,0.9997639650919916,0.5143877141063472,1,1.0882157949653963,1.8830791400180165E-5,0.35955676143526966,1
CALHM2,0.9934295966738111,0.16486358089362355,0.9836181902932877,0.5431025675897203,0.9427598132293793,0.49511018380564614,1.0859458873181802,0.001272313923041822,0.9513085194609796,0.38976375452256184,0.8056501831717702,0.9991915551300579,0.654832142297981,0.9999999999649011,0.6120406902352162,0.99999999980834
CALHM5,1.000328713239227,0.1752037959118277,1.0003977375413604,0.01466798406218279,1.0003900514240256,0.030371569787371898,1.000415919847787,0.008361826378901968,0.9979605356828481,0.003109401284911565,0.9531244874886403,0.9997603211026495,0.9706795072747763,0.9419450174697389,0.9228883915561168,0.9999068578031766
CALHM6,0.9332010497158879,0.8681515692010897,1.007730891356368,0.43277283868950683,1.008190785451335,0.17388950497346356,0.950225553833941,0.802910823012764,0.9714132525007262,0.5753566988391621,1.0061070329989088,0.0053843719836724506,0.6120535673221617,0.9999999999999095,1.0080785022862688,0.16982062314762345
CALM1,0.8606970040394424,0.8672765904946451,0.7714876762962519,0.8683480339592196,2.6517973270209945,8.243747146410514E-11,1.5470081392357835,2.3244853198695618E-4,0.9788443500898217,0.7505872440830826,0.9944643342669008,0.4731198701442285,0.6524660557314036,0.9999877553507207,0.8370226476902456,0.9700972359079872
CALM2,0.623313294875575,0.9999999573496982,0.5779664344496825,0.9999626748451568,1.3587420441960976,0.0011550948658996824,1.0566991549093305,0.2912786828663847,0.44216339214262246,0.9999999999999429,0.9984848707596194,0.43427171843452245,0.9026265159810027,0.9089452366981698,1.2435601035583144,0.005174046464623245
CALM2P2,1,0.9471851047533657,1,0.7649548388870795,1,0.6479490783683352,1,0.7812286942056799,1,0.9020406348797445,1,0.5995016423919263,1,0.5142775538117024,1,0.6425899826510935
