Tumorsubtype,Feature,Effect Size,Pvalue,Tumor subtype
,PI3K AKT mTOR signaling,1.000089758443443,0.412438284989037,BL
,ecm-myCAF,0.18680100411419098,0.007533082381617464,BL
,PD1,1.000001111178999,0.002801500307688196,BL
,IL6 JAK STAT3 signaling,1.0001649370761703,0.21820262131455737,BL
,Pericytes,0.9999899802985431,0.35426397613237515,BL
,VCpred TN,0.9998818446854001,0.7058749073934327,BL
,MTOR,7.7589237306694745,0.475925971429878,BL
,PDGFRB,0.9998646059053417,0.842864072335427,BL
,NECTIN4,1.0001103297706757,0.31975143187857946,BL
,G2M checkpoint,10.743355666802426,0.00011616817177268304,BL
,KRAS signaling,0.9998952188465774,0.11020172474792345,BL
,Preadipocytes,0.9999761808436856,0.015328566801966897,BL
,Macrophages,1.0000089918892086,0.18973058682413335,BL
,POLH,1.0000161387740347,0.12446657373244793,BL
,5T4,0.9999741012625034,0.8637941905857929,BL
,AR gene,0.9995212144615757,0.5144810911324467,BL
,CD4+ memory T-cells,1.000002895943161,0.7516930676118405,BL
,RAD51C,3.7645438274376044,0.053266322929657293,BL
,Tregs,0.9999966642177008,0.9878338775188275,BL
,MYC targets v2,38.51160710135709,1.0306211834360484e-05,BL
,NOTCH signaling,1.000022869606783,0.6446055746556594,BL
,TF,1.000118122158986,0.2210664469218162,BL
,CD8+ Tcm,0.9999962323015076,0.9544001243793087,BL
,NKT,0.39787595350922866,0.26076636990906,BL
,Mast cells,1.0000009541315,0.5444281473351575,BL
,FOXP3,0.9999794843237976,0.6583384355371129,BL
,PMS1,252.9891183687342,0.021520784157009937,BL
,Apical junction,0.5977517422622923,0.7172374006412114,BL
,IL-iCAF,0.18371088522579038,0.11364077330488767,BL
,ATR,13.44342591912684,0.08015753574327882,BL
,CXCR4,3.9824303998170083,0.010762335366703523,BL
,FLT4,0.9999713161624519,0.996958358877523,BL
,Bile acid metabolism,0.12099354113717684,0.11020172474792345,BL
,DNMT3B,42.1681305222369,0.4256035117064887,BL
,GGI,375469.19081769616,2.4097761257516662e-06,BL
,Complement,1.0001657727688138,0.10357064564578984,BL
,iDC,0.9999931078374755,0.9544001243793087,BL
,BRCA2,2260.507565182517,0.00032457976057062663,BL
,ERBB3,1.8030247147623117,0.2210664469218162,BL
,Fatty acid metabolism,0.9998917749765495,0.4300458488404595,BL
,Unnamed: 225,1.0,1.0,BL
,CD137,0.9999498182301869,0.012526577389689821,BL
,PSMA,1.0000203937036238,0.04294475426444931,BL
,Myogenesis,0.16359650247798574,0.026251003414426162,BL
,NK cells,1.0000002864041087,0.10684542538186748,BL
,Xenobiotic metabolism,0.9998136236918733,0.06338051555905001,BL
,FANCA,2.8865817624594254,1.461553001908019e-05,BL
,RB1,0.999988636499621,0.9301316167985205,BL
,Class-switched memory B-cells,0.9999877776871057,0.10851330807365002,BL
,IFNAR1,1.0000109969868791,0.8938573249695105,BL
,CIN70,76991.35264058562,2.0736022085369684e-06,BL
,Immune2,67.5775497107115,0.0009493361189239133,BL
,cDC,0.9999929454051992,0.8578037248101023,BL
,AR,0.9995212144615757,0.5144810911324467,BL
,ESR1 gene,0.9999447166579484,0.0437349109436728,BL
,PALB2,99890388.19666809,0.005325183839528785,BL
,Hedgehog signaling,1.000051167814483,0.700217970005719,BL
,AKT1,0.9998745340149204,0.5293469130001236,BL
,BRCA1,12.003536885996308,0.03372348150840631,BL
,Interferon alpha response,3.1397233633572346,0.02285509622103006,BL
,Coagulation,0.22679488491694744,0.059159004706871084,BL
,NTRK3,1.000028608810153,0.475925971429878,BL
,CCND1,0.6858569378809898,0.0957322100992202,BL
,Apoptosis,0.9998707427684241,0.17595659230108307,BL
,CCL5,1.7693946924079011,0.002908162272883607,BL
,Mitotic spindle,16.079411203348243,0.002261698887931258,BL
,CDK2,3.1432612814364265,0.04787219263360139,BL
,CD27,0.9999886806351357,0.9422591697969558,BL
,RAD50,16.444694653757455,0.04453731033588013,BL
,Oxidative phosphorylation,1.0000178781451656,0.7286628135577669,BL
,CDK6,1.0000527393179461,0.9847926783877431,BL
,mTORC1 signaling,1.0001206629144803,0.3425071440030961,BL
,naive B-cells,1.0000003422929387,0.5194121411469339,BL
,CD8+ T-cells,0.9999975746534243,0.33864428151174875,BL
,pDC,0.9999864202298943,0.055659162798120956,BL
,Epithelial cells,1.0000005318403762,0.8102024337799598,BL
,Trm,2.6199717575352337,0.07885016001374683,BL
,LIV-1,0.999953077733016,0.7749466109909431,BL
,TP53,1.000005006024254,0.7058749073934327,BL
,Smooth muscle,1.0000233373707421,0.7984037832097312,BL
,TLS ST,0.9998531809446819,0.39104061117924915,BL
,CD47,2.752079751887007,0.0013106621046935867,BL
,Memory B-cells,0.9999968479817928,0.34057220421941614,BL
,PDGFC,0.9999514856573909,0.23578983720887803,BL
,CSF1R,1.0000472303694334,0.2268747117246268,BL
,TLS Cabrita,0.2501001156188952,0.03636116829034379,BL
,CCNE1,69.5403601807458,1.316904265508991e-05,BL
,TLR3,1.0000083460285947,0.24186927839764483,BL
,ERBB2,0.2606031847139041,0.0013819899722270468,BL
,TTK,50877.897186304326,0.00220489145570491,BL
,PGR,0.9999982182006552,0.5046924941868332,BL
,Angiogenesis,0.24262634572614153,0.09126188812895177,BL
,DNA repair,23.210556311010233,0.018288964245759015,BL
,ATM,419.0418801750847,0.021520784157009937,BL
,MYC targets v1,7.12125997270608,0.005451799383047392,BL
,CMP,0.9999969366735301,0.38684341274082046,BL
,GENE70,1.0000683632645468,0.14638326322100595,BL
,Androgen response,0.9998914749385585,0.4345149933792719,BL
,DNMT1,149.8938289822672,5.239426947634151e-05,BL
,wound-myCAF,0.09004100215966078,0.0002972075376083265,BL
,CD4+ naive T-cells,0.999989056515314,0.9059279106619867,BL
,MPP,0.9999982791664663,0.5022607756483923,BL
,MSH6,7.624545946580164,0.02109134376198324,BL
,Neurons,1.5106404216307538e-42,0.005985882897496885,BL
,p53 pathway,0.20436011541173432,0.23578983720887803,BL
,MSH2,2.9120291995239245,0.27058830551338,BL
,Apical surface,0.9999487870084812,0.6391458702402872,BL
,LAG3,0.9999569961770828,0.20701403584721212,BL
,EGFR,0.9998242778154407,0.7984037832097312,BL
,Inflammatory response,1.0001578634603823,0.2575478833129571,BL
,CD4+ Tem,0.9999867405196415,0.8102024337799598,BL
,NKG2A,1.0000017043022238,0.40379716339323035,BL
,MSH3,0.9999874873387834,0.7866509944516636,BL
,FANCM,1.0000111371740161,0.4256035117064887,BL
,Epithelial mesenchymal transition,0.11127278358422828,0.005325183839528785,BL
,CD134,1.000002144054985,0.08980962979555898,BL
,TLS Lundeberg,1.0000001727480514,0.0025663752785913146,BL
,ESR1,0.9999447144706641,0.0437349109436728,BL
,NBN,21.643521616167156,0.024745603273113755,BL
,GPNMB,2.8324791613591622,0.011998074534870604,BL
,Interferon gamma response,3.7679143785963882,0.035685783975192564,BL
,CD4+ Tcm,0.9999970395350568,0.8102024337799598,BL
,CD40,0.999944018338903,0.4345149933792719,BL
,Parpi7,0.9999923683960288,0.6500845137175548,BL
,TIGIT,752.0291479130864,0.018860393552098276,BL
,ADA,5.617135007378057,0.2772754401540968,BL
,VISTA,1.000046212125127,0.4526575983451745,BL
,Peroxisome,0.9999581661799651,0.6889541188794346,BL
,CDK4,3.655057807182509,0.024745603273113755,BL
,CLP,12.197043675928002,0.3463980638591144,BL
,Normal Fibroblast,0.06551115388795846,0.019054309526091853,BL
,B7-H3,0.7293987945259587,0.763293143376228,BL
,pro B-cells,1.0000094051596773,0.09726068995723808,BL
,NTRK1,1.0000010520675415,0.9878338775188275,BL
,ICOS,0.9999951963277308,0.0024402621415366274,BL
,CAF,0.10486983592712358,0.017916484675001825,BL
,DC,0.999998278109407,0.15727256600181688,BL
,PTEN,0.39319874862683923,0.5700288453228475,BL
,Hypoxia,0.1219026488820236,0.06447392751272678,BL
,Estrogen response late,0.10269761774263314,0.06558286176224765,BL
,Monocytes,1.0000000001207117,0.990875253438761,BL
,Protein secretion,0.9999431550386293,0.8279807600660511,BL
,IDO1,3.078121370067434,0.0038107734834233785,BL
,TLR7,0.9999394258725702,0.03636116829034379,BL
,PIK3CG,1.0000004615729416,0.5961898596295409,BL
,IL2RA,68.79732660190338,0.20157850497579077,BL
,EMSY,0.9999986349492457,0.3160572278578291,BL
,PLK4,9865525.296259427,8.218355257981793e-05,BL
,CTLA4,0.9999718403539567,0.10684542538186748,BL
,aDC,1.000043098956884,0.06447392751272678,BL
,TAM,2.3774130168236582,0.071365803818472,BL
,TGF beta signaling,0.22563018821034617,0.08015753574327882,BL
,MLH3,0.9999585963054684,0.7807925943588659,BL
,MSC,0.999861750381703,0.15615676303691378,BL
,Neutrophils,1.000001212050834,0.7459138155922631,BL
,Cholesterol homeostasis,1.0000157956596654,0.990875253438761,BL
,Unfolded protein response,1.0001355360401216,0.1595222845160078,BL
,IL2 STAT5 signaling,1.000038078183323,0.6889541188794346,BL
,IFNGR1,1.0000496303954989,0.7925214963835043,BL
,Tgd cells,1.000000000431636,0.801349246362646,BL
,B-cells,0.9999878135636131,0.4167996394514498,BL
,CHEK2,168200.39831205294,0.00022750200727005192,BL
,PMS2,26273194.415837884,0.14851366117430026,BL
,CDKN2A,2.1239637704809256,0.006875644874163917,BL
,CD4+ T-cells,1.0000002413209348,0.6555824355898462,BL
,MYC,6.672774857609861,0.0010580075957516105,BL
,FLT1,1.0000081727046861,0.2575478833129571,BL
,DCIR,0.9999605368200406,0.0927329661465939,BL
,VEGFB,0.9999201914928468,0.2575478833129571,BL
,Adipogenesis,0.9998816712877954,0.3087532097795255,BL
,CD96,1.0000049467278824,0.004564913759601055,BL
,Plasma cells,1.096734551844609e-10,0.1833742557511573,BL
,CXCL12,0.9999982649173461,0.9604747491612675,BL
,ABRAXAS1,0.9999923934610947,0.7115481455223285,BL
,KDR,0.9999885028031048,0.30514338701430044,BL
,CD8+ naive T-cells,11706.711270890986,0.37441765481823874,BL
,DNMT3A,1.7567413727838135,0.05713738324756214,BL
,RAD51D,335.0761035748303,0.012798479082607983,BL
,Stroma1,0.10629223283608366,0.0701769265733219,BL
,CDKN2C,26.101833529172097,0.06447392751272678,BL
,TRDMT1,1.0000374384877488,0.02838087098387358,BL
,Reactive oxygen species pathway,1.0000014690187573,0.7984037832097312,BL
,CD39,0.999991447601469,0.13408871547996828,BL
,NTRK2,0.99981215232973,0.20157850497579077,BL
,PDGFRA,0.9999159812939287,0.26076636990906,BL
,PD-L1,1.0000135353667323,0.030074465823333053,BL
,IFNγ-iCAF,2.347179122015649,0.15066765629897957,BL
,TNFA signaling via NF-kB,1.0000479888983738,0.7172374006412114,BL
,Glycolysis,0.9999009163829741,0.2640125707280345,BL
,BRIP1,1.0000536033606213,0.06338051555905001,BL
,TIM3,1.0000291417734843,0.011242363855895405,BL
,TLS Meylan,0.9999640110266738,0.3425071440030961,BL
,CD40L,512.3671635604072,0.005516120788651105,BL
,Adipocytes,0.9999902129605641,0.7807925943588659,BL
